"","date","city","home_team","away_team","home_ft","away_ft","tournament","year","month","totalGoals","site"
"25056","2003-04-30","Tbilisi, Georgia","Georgia","Russia",1,0,"UEFA Euro qualification","2003","4",1,2
"25057","2003-04-30","Santiago, Chile","Chile","Costa Rica",1,0,"Friendly","2003","4",1,2
"25058","2003-04-30","Miami, United States","Honduras","Colombia",0,0,"Friendly","2003","4",0,2
"25059","2003-04-30","Saint-Denis, France","France","Egypt",5,0,"Friendly","2003","4",5,2
"25060","2003-04-30","Tripoli, Libya","Libya","Argentina",1,3,"Friendly","2003","4",4,2
"25061","2003-04-30","Vaduz, Liechtenstein","Liechtenstein","Saudi Arabia",1,0,"Friendly","2003","4",1,2
"25062","2003-04-30","Guadalajara, Mexico","Mexico","Brazil",0,0,"Friendly","2003","4",0,1
"25063","2003-04-30","Cape Town, South Africa","South Africa","Jamaica",0,0,"Friendly","2003","4",0,1
"25064","2003-04-30","Madrid, Spain","Spain","Ecuador",4,0,"Friendly","2003","4",4,1
"25065","2003-04-30","Tashkent, Uzbekistan","Uzbekistan","Belarus",1,2,"Friendly","2003","4",3,2
"25066","2003-04-30","San Cristóbal, Venezuela","Venezuela","Trinidad and Tobago",3,0,"Friendly","2003","4",3,1
"25067","2003-04-30","Tunis, Tunisia","Tunisia","Senegal",1,0,"Friendly","2003","4",1,1
"25068","2003-04-30","Brussels, Belgium","Belgium","Poland",3,1,"Friendly","2003","4",4,2
"25069","2003-04-30","Sofia, Bulgaria","Bulgaria","Albania",2,0,"Friendly","2003","4",2,2
"25070","2003-04-30","Teplice, Czech Republic","Czech Republic","Turkey",4,0,"Friendly","2003","4",4,2
"25071","2003-04-30","Copenhagen, Denmark","Denmark","Ukraine",1,0,"Friendly","2003","4",1,1
"25072","2003-04-30","Vantaa, Finland","Finland","Iceland",3,0,"Friendly","2003","4",3,2
"25073","2003-04-30","Budapest, Hungary","Hungary","Luxembourg",5,1,"Friendly","2003","4",6,1
"25074","2003-04-30","Kaunas, Lithuania","Lithuania","Romania",0,1,"Friendly","2003","4",1,1
"25075","2003-04-30","Eindhoven, Netherlands","Netherlands","Portugal",1,1,"Friendly","2003","4",2,1
"25076","2003-04-30","Glasgow, Scotland","Scotland","Austria",0,2,"Friendly","2003","4",2,1
"25077","2003-04-30","Žilina, Slovakia","Slovakia","Greece",2,2,"Friendly","2003","4",4,1
"25078","2003-04-30","Solna, Sweden","Sweden","Croatia",1,2,"Friendly","2003","4",3,2
"25079","2003-04-30","Geneva, Switzerland","Switzerland","Italy",1,2,"Friendly","2003","4",3,2
"25080","2003-04-30","Lima, Peru","Peru","Paraguay",0,1,"Friendly","2003","4",1,1
"25081","2003-04-30","Rabat, Morocco","Morocco","Ivory Coast",0,1,"Friendly","2003","4",1,2
"25082","2003-04-30","Bremen, Germany","Germany","Serbia",1,0,"Friendly","2003","4",1,2
"25083","2003-04-30","Dublin, Ireland Republic","Ireland","Norway",1,0,"Friendly","2003","4",1,1
"25084","2003-05-01","Fiji","Fiji","Tuvalu",9,0,"Friendly","2003","5",9,2
"25085","2003-05-04","Brazzaville, Congo","Congo","Central African Republic",2,1,"African Cup of Nations qualification","2003","5",3,2
"25086","2003-05-05","Guernsey","Guernsey","Jersey",3,3,"Friendly","2003","5",6,2
"25087","2003-05-08","Houston, United States","USA","Mexico",0,0,"Friendly","2003","5",0,2
"25088","2003-05-16","Maseru, Lesotho","Lesotho","Botswana",1,2,"Friendly","2003","5",3,2
"25089","2003-05-17","Blantyre, Malawi","Malawi","Zambia",0,1,"Friendly","2003","5",1,2
"25090","2003-05-18","Jersey","Jersey","Guernsey",1,0,"Friendly","2003","5",1,1
"25091","2003-05-21","Maseru, Lesotho","Lesotho","Malawi",0,0,"Friendly","2003","5",0,1
"25092","2003-05-21","Kampala, Uganda","Uganda","Sudan",0,0,"Friendly","2003","5",0,2
"25093","2003-05-22","Durban, South Africa","South Africa","England",1,2,"Friendly","2003","5",3,1
"25094","2003-05-22","Oslo, Norway","Norway","Finland",2,0,"Friendly","2003","5",2,2
"25095","2003-05-24","Khartoum, Sudan","Sudan","Kenya",1,1,"Friendly","2003","5",2,2
"25096","2003-05-24","Gaborone, Botswana","Botswana","Malawi",1,1,"COSAFA Cup","2003","5",2,2
"25097","2003-05-25","Kingston, Jamaica","Jamaica","Nigeria",3,2,"Friendly","2003","5",5,1
"25098","2003-05-25","Maseru, Lesotho","Lesotho","Swaziland",2,1,"Friendly","2003","5",3,2
"25099","2003-05-25","Togo","Togo","Benin",3,1,"Friendly","2003","5",4,1
"25100","2003-05-26","San Jose, United States","USA","Wales",2,0,"Friendly","2003","5",2,2
"25101","2003-05-27","Edinburgh, Scotland","Scotland","New Zealand",1,1,"Friendly","2003","5",2,1
"25102","2003-05-29","Amiens, France","Algeria","Burkina Faso",0,1,"Friendly","2003","5",1,1
"25103","2003-05-30","Abuja, Nigeria","Nigeria","Ghana",3,1,"Friendly","2003","5",4,2
"25104","2003-05-31","Nairobi, Kenya","Kenya","Trinidad and Tobago",1,1,"Friendly","2003","5",2,1
"25105","2003-05-31","Banjul, Gambia","Gambia","Mauritania",4,1,"Friendly","2003","5",5,1
"25106","2003-05-31","Dakar, Senegal","Senegal","Cape Verde",2,1,"Friendly","2003","5",3,2
"25107","2003-05-31","Kampala, Uganda","Uganda","Tanzania",1,0,"Friendly","2003","5",1,2
"25108","2003-05-31","Tokyo, Japan","Japan","Korea Republic",0,1,"Friendly","2003","5",1,2
"25109","2003-05-31","Libreville, Gabon","Gabon","Angola",1,1,"Friendly","2003","5",2,1
"25110","2003-06-01","Wolfsburg, Germany","Germany","Canada",4,1,"Friendly","2003","6",5,2
"25111","2003-06-03","Campobasso, Italy","Italy","Northern Ireland",2,0,"Friendly","2003","6",2,1
"25112","2003-06-03","Leicester, England","England","Serbia",2,1,"Friendly","2003","6",3,1
"25113","2003-06-03","Saint-Brieuc, France","Guadeloupe","French Guyana",1,0,"Friendly","2003","6",1,2
"25114","2003-06-03","Kampala, Uganda","Uganda","Libya",3,2,"Friendly","2003","6",5,2
"25115","2003-06-06","Nouakchott, Mauritania","Mauritania","Kenya",0,0,"African Cup of Nations qualification","2003","6",0,2
"25116","2003-06-06","Braga, Portugal","Portugal","Paraguay",0,0,"Friendly","2003","6",0,1
